Test Sponsor$System Name$Auto  Parallel$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Cores/  Chip$Processor # Threads/  Core$Results # Base$Results # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory
Huawei$Huawei XH628 V3 (Intel Xeon E5-2697A v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$1$NC$NC$May-2014$Intel Xeon E5-2470 v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx8 PC3-12800R-11,ECC)
Huawei$Huawei XH622 V3 (Intel Xeon E5-2697A v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$1$NC$NC$Jun-2011$Intel Xeon E5606$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC, running at 1066 MHz)
Huawei$Huawei XH620 V3 (Intel Xeon E5-2697A v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$1$NC$NC$May-2011$Intel Xeon E5620$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC, running at 1066 MHz)
Huawei$Huawei 5288 V3 (Intel Xeon E5-2650L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$May-2011$Intel Xeon E5640$2667$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Huawei$Huawei 5288 V3 (Intel Xeon E5-2660 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Sep-2011$Intel Xeon E5645$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Huawei$Huawei RH1288 V3 (Intel Xeon E5-2650L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$May-2011$Intel Xeon E5649$2533$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Huawei$Huawei RH1288 V3 (Intel Xeon E5-2660 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Jun-2011$Intel Xeon L5630$2133$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC, running at 1066 MHz)
Huawei$Huawei RH2288 V3 (Intel Xeon E5-2650L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Jun-2011$Intel Xeon L5640$2267$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Huawei$Huawei RH2288 V3 (Intel Xeon E5-2660 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Jun-2011$Intel Xeon X5660$2850$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Huawei$Huawei XH620 V3 (Intel Xeon E5-2650L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Sep-2011$Intel Xeon X5670$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Huawei$Huawei XH622 V3 (Intel Xeon E5-2650L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$May-2011$Intel Xeon X5670$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx4 PC3-10600R-9, ECC)
Huawei$Huawei XH628 V3 (Intel Xeon E5-2650L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Sep-2012$Intel Xeon E5-2403$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$48 GB (12 x 4 GB 1Rx4 PC3-10600R-11, ECC, running at 1067 MHz and CL7)
Huawei$Huawei XH628 V3 (Intel Xeon E5-2660 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$May-2013$Intel Xeon E5-2420$1900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei XH622 V3 (Intel Xeon E5-2660 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Jun-2012$Intel Xeon E5-2430$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
Huawei$Huawei XH620 V3 (Intel Xeon E5-2660 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Jun-2012$Intel Xeon E5-2430L$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
Huawei$Huawei RH1288 V3 (Intel Xeon E5-2667 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$Jun-2013$Intel Xeon E5-2440$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei 5288 V3 (Intel Xeon E5-2667 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$May-2013$Intel Xeon E5-2450$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$48 GB (6 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei XH620 V3 (Intel Xeon E5-2667 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$May-2013$Intel Xeon E5-2450$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei XH622 V3 (Intel Xeon E5-2667 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$Jul-2014$Intel Xeon E5-2450L v2$1700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11 ,ECC)
Huawei$Huawei XH628 V3 (Intel Xeon E5-2667 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$Jul-2012$Intel Xeon E5-2450L$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei XH620 V3(Intel Xeon E5-2603 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$NC$NC$Jun-2013$Intel Xeon E5-2470$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei XH622 V3(Intel Xeon E5-2603 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$NC$NC$May-2014$Intel Xeon E5-2407 v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11,ECC)
Huawei$Huawei XH628 V3(Intel Xeon E5-2603 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$NC$NC$Jul-2014$Intel Xeon E5-2407$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei 5288 V3(Intel Xeon E5-2609 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$Jun-2014$Intel Xeon E5-2420 v2$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei RH1288 V3(Intel Xeon E5-2609 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$Jun-2014$Intel Xeon E5-2430 v2$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei RH2288 V3(Intel Xeon E5-2609 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$Jun-2014$Intel Xeon E5-2440 v2$1900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei XH620 V3(Intel Xeon E5-2609 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$May-2014$Intel Xeon E5-2470 v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx8 PC3-12800R-11,ECC)
Huawei$Huawei XH622 V3(Intel Xeon E5-2609 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$Oct-2014$Intel Xeon E5-2603 v2$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
Huawei$Huawei XH628 V3(Intel Xeon E5-2609 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$Jul-2012$Intel Xeon E5-2609$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$64 GB (16 x 4 GB 2Rx4 PC3-10600R-11, ECC, running at 1067 MHz and CL7)
Huawei$Huawei 5288 V3(Intel Xeon E5-2603 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$NC$NC$May-2012$Intel Xeon E5-2620$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
Huawei$Huawei RH1288 V3(Intel Xeon E5-2603 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$NC$NC$Apr-2014$Intel Xeon E5-2630 v2$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Huawei$Huawei RH2288 V3(Intel Xeon E5-2603 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$NC$NC$May-2012$Intel Xeon E5-2630$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
Huawei$Huawei CH121 V3 (Intel Xeon E5-2603 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$NC$NC$May-2012$Intel Xeon E5-2630L$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
Huawei$Huawei CH222 V3 (Intel Xeon E5-2603 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$NC$NC$Aug-2014$Intel Xeon E5-2637 v2$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Huawei$Huawei RH2288H V3 (Intel Xeon E5-2603 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$NC$NC$May-2012$Intel Xeon E5-2640$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
Huawei$Huawei CH121 V3 (Intel Xeon E5-2640 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Aug-2014$Intel Xeon E5-2640 v2$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx8 PC3-12800R-11, ECC)
Huawei$Huawei CH121 V3 (Intel Xeon E5-2609 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$Sep-2014$Intel Xeon E5-2643 v2$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Huawei$Huawei CH222 V3 (Intel Xeon E5-2640 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Jul-2012$Intel Xeon E5-2643$3300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei CH222 V3 (Intel Xeon E5-2609 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$Jun-2012$Intel Xeon E5-2650$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei RH2288H V3 (Intel Xeon E5-2640 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Sep-2014$Intel Xeon E5-2650L v2$1700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx8 PC3-12800R-11, ECC)
Huawei$Huawei RH2288H V3 (Intel Xeon E5-2609 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$Jun-2012$Intel Xeon E5-2650L$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei CH121 V3 (Intel Xeon E5-2643 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$NC$NC$Jul-2014$Intel Xeon E5-2658 v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Huawei$Huawei CH121 V3 (Intel Xeon E5-2637 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$NC$NC$Apr-2014$Intel Xeon E5-2660 v2$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Huawei$Huawei CH222 V3 (Intel Xeon E5-2643 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$NC$NC$Jun-2012$Intel Xeon E5-2660$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei CH222 V3 (Intel Xeon E5-2637 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$NC$NC$Jun-2012$Intel Xeon E5-2665$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei RH2288H V3 (Intel Xeon E5-2643 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$NC$NC$Sep-2014$Intel Xeon E5-2667 v2$3300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Huawei$Huawei RH2288H V3 (Intel Xeon E5-2637 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$NC$NC$Jul-2012$Intel Xeon E5-2667$2900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei RH2288H V3 (Intel Xeon E5-2699 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$44$2$22$1$NC$NC$May-2012$Intel Xeon E5-2670$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei 5288 V3(Intel Xeon E5-2630L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Apr-2014$Intel Xeon E5-2680 v2$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Huawei$Huawei RH1288 V3(Intel Xeon E5-2630L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Jun-2012$Intel Xeon E5-2680$2700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei RH2288 V3(Intel Xeon E5-2630L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Feb-2012$Intel Xeon E5-2680$2700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei XH620 V3(Intel Xeon E5-2630L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$May-2012$Intel Xeon E5-2690$2900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei XH622 V3(Intel Xeon E5-2630L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Feb-2012$Intel Xeon E5-2690$2900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei XH628 V3(Intel Xeon E5-2630L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Nov-2014$Intel Xeon E5-2603 v3$1600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R, running at 1600 MHz)
Huawei$Huawei CH222 V3 (Intel Xeon E5-2699 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$44$2$22$1$NC$NC$Sep-2014$Intel Xeon E5-2603 v3$1600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R , running at 1600 MHz)
Huawei$Huawei CH225 V3 (Intel Xeon E5-2699 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$44$2$22$1$NC$NC$May-2015$Intel Xeon E5-2609 v3$1900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R, running at 1600 MHz)
Huawei$Huawei CH226 V3 (Intel Xeon E5-2699 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$44$2$22$1$NC$NC$Mar-2015$Intel Xeon E5-2618L v3$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R, running at 1866 MHz)
Huawei$Huawei XH628 V3 (Intel Xeon E5-2699 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$44$2$22$1$NC$NC$Nov-2014$Intel Xeon E5-2620 v3$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R, running at 1866 MHz)
Huawei$Huawei XH620 V3 (Intel Xeon E5-2699 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$44$2$22$1$NC$NC$Sep-2014$Intel Xeon E5-2620 v3$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R , running at 1867 MHz)
Huawei$Huawei XH622 V3 (Intel Xeon E5-2699 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$44$2$22$1$NC$NC$Nov-2014$Intel Xeon E5-2623 v3$3000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R, running at 1866 MHz)
Huawei$Huawei RH1288 V3 (Intel Xeon E5-2683 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$1$NC$NC$May-2015$Intel Xeon E5-2623 v3$3000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R , running at 1867 MHz)
Huawei$Huawei XH622 V3 (Intel Xeon E5-2683 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$1$NC$NC$May-2015$Intel Xeon E5-2630 v3$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R, running at 1866 MHz)
Huawei$Huawei XH628 V3 (Intel Xeon E5-2683 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$1$NC$NC$Nov-2014$Intel Xeon E5-2630L v3$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R, running at 1866 MHz)
Huawei$Huawei XH620 V3 (Intel Xeon E5-2683 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$1$NC$NC$Aug-2015$Intel Xeon E5-2637 v3$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei 5288 V3 (Intel Xeon E5-2683 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$1$NC$NC$Sep-2014$Intel Xeon E5-2637 v3$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei RH2288 V3 (Intel Xeon E5-2683 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$1$NC$NC$Dec-2014$Intel Xeon E5-2640 v3$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R, running at 1866 MHz)
Huawei$Huawei RH2288H V3 (Intel Xeon E5-2650L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Mar-2016$Intel Xeon E5-2640 v4$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2400T-R, running at 2133 MHz)
Huawei$Huawei CH121 V3 (Intel Xeon E5-2650L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Jun-2015$Intel Xeon E5-2643 v3$3400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei CH222 V3 (Intel Xeon E5-2650L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Sep-2014$Intel Xeon E5-2643 v3$3400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei RH2288H V3 (Intel Xeon E5-2667 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$Dec-2014$Intel Xeon E5-2650 v3$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei CH121 V3 (Intel Xeon E5-2667 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$Sep-2014$Intel Xeon E5-2650 v3$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei CH222 V3 (Intel Xeon E5-2667 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$Nov-2016$Intel Xeon E5-2650 v4$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx8 PC4-2400T-R)
Huawei$Huawei 5288 V3 (Intel Xeon E5-2680 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Mar-2016$Intel Xeon E5-2650 v4$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2400T-R)
